subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
All polls,11/2/2020,5/25/2019,5/28/2019,HarrisX,C,3004,rv,.01291242,0,42,35,46.540052,38.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRKeE9EIc0-RxMpgnG02j_QqGj7jRU2NAMi9JX0F4WRnoQUUWyuD7fWDRCiW1SsOZ7N9BuDYUog83FQ/pubhtml/sheet?headers=false&gid=0,58148,94634,5/29/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,5/24/2019,5/31/2019,HarrisX,C,7012,rv,.06027833,0,42,36,46.540052,39.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQuglw2ELv4qGRXkdpOw6Qo7NatdJsHrxfK_gEPLXBtYKfkfUgftu7WQSRMpqIA3PB8Hqo2SAcxgR7v/pubhtml/sheet?headers=false&gid=0,58170,94689,6/1/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,5/26/2019,5/29/2019,HarrisX,C,3007,rv,.01292477,0,42,36,46.540052,39.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSa1tNlJvsSZO_WnGfCJ7uQsV_80D6gUxKs-byAQTA1Ca4oC-OCpr89mtWcU_NUgvAw1gwygYUV0wpz/pubhtml/sheet?headers=false&gid=0,58158,94652,5/30/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,5/27/2019,5/30/2019,HarrisX,C,3004,rv,0,0,41,36,45.540052,39.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSRKn6K0DI9wdj0XHefwevHhUjSgZAyUVKidcq0uxdvY70Xo68U_VGOubJgHl2j7INl0Hi6j0KAeSb_/pubhtml/sheet?headers=false&gid=0,58161,94672,5/31/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,5/28/2019,5/31/2019,HarrisX,C,3007,rv,.01295495,0,41,37,45.540052,40.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vT82IrcbSEHnZ2j651kdtYJdlHYl4wYSg6gAtqVRjzqMGWNKWiOeuzb1mG73kORqrB3Pe5UbLMqhkvM/pubhtml/sheet?headers=false&gid=0,58169,94688,6/1/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,5/29/2019,6/1/2019,HarrisX,C,3000,rv,.01293801,0,42,37,46.540052,40.812195,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58401,97682,6/10/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,5/30/2019,6/2/2019,HarrisX,C,3000,rv,.01294374,0,42,37,46.540052,40.812195,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58402,97683,6/10/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,5/31/2019,6/1/2019,Winston Group,B/C,1000,rv,.41347121,0,47,41,47.695445,40.964974,"","",https://www.winningtheissues.org/wp-content/uploads/2019/08/Winning-the-Issues-May-II-2019-Survey.pdf,66588,124122,5/29/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,5/31/2019,6/2/2019,Morning Consult,B/C,1997,rv,.19588486,0,45,36,46.816922,37.266219,"","",https://morningconsult.com/wp-content/uploads/2019/06/190563_crosstabs_POLITICO_RVs_VdD8chNbV2.pdf,58193,94756,6/5/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,5/31/2019,6/3/2019,HarrisX,C,3001,rv,.01295557,0,42,36,46.540052,39.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQTJgwoTVXhYF1fRA_Hc3B8KECsufFqYZ513eb22bzVpxIrTCQj2xOKaNXfF58ogGyv9CRsHGzGTMc_/pubhtml/sheet?headers=false&gid=0,58185,94734,6/4/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/1/2019,6/4/2019,HarrisX,C,3003,rv,.01297186,0,42,36,46.540052,39.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSJrod4MB7m79cUiwc14xpgQLt7EEiqNHaHrLqKmnjjv-F4cwfIg5Bs1hV5WNQZWwvrIbzxTnzMbqfj/pubhtml/sheet?headers=false&gid=0,58191,94755,6/5/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/2/2019,6/4/2019,YouGov,B,1195,rv,.32920205,0,45,41,44.986553,42.083719,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/c4ndc02jx7/econTabReport.pdf,58190,94765,6/5/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,5/31/2019,6/7/2019,HarrisX,C,7004,rv,.06054193,0,42,36,46.540052,39.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTlvl5RcFPFdgLvCxCB83YfcNlgJzuTIsrWKQqdCv0T6LbQed7pWAivmACvxcH_kw7o0gCPZDccyw_X/pubhtml/sheet?headers=false&gid=0,58397,97616,6/8/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/2/2019,6/5/2019,HarrisX,C,3003,rv,.01297883,0,43,35,47.540052,38.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRXBnP0mKW73qUQQT8-DpLg027aSe4Y8gvPmvSqgNuLLxk1ktDi_L2iAthqCetg5sthWCkd7jv__0bd/pubhtml/sheet?headers=false&gid=0,58205,97489,6/6/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/3/2019,6/6/2019,Basswood Research,B/C,1200,lv,1.3021414,0,44.6,42.8,45.39781,41.755768,"","",https://s3.amazonaws.com/hafa/National-survey-crosstabs-June-2019-Autosaved.pdf,58751,99815,7/29/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/3/2019,6/6/2019,HarrisX,C,3003,rv,0,0,43,35,47.540052,38.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vT0F22plRE-4B5UUrFAp_b13cQVJxljLhi6sTU1_ujdvznKGw-ESLqhe_sLreAXp2ffGhOwgffkxuPE/pubhtml/sheet?headers=false&gid=0,58391,97606,6/7/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/4/2019,6/7/2019,HarrisX,C,3001,rv,.01301591,0,42,36,46.540052,39.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vR9H4AJJHsWuZg46r1qvSH-CFac5fDqYxxXM3vbm73ve0JHxb7zvo8GrVCsTA50qPUUPZhMZmJ3F9nU/pubhtml/sheet?headers=false&gid=0,58396,97615,6/8/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/5/2019,6/8/2019,HarrisX,C,3000,rv,.01303255,0,41,36,45.540052,39.812195,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58415,97719,6/11/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/6/2019,6/9/2019,HarrisX,C,3000,rv,.01304583,0,41,36,45.540052,39.812195,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58416,97720,6/11/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/7/2019,6/9/2019,Morning Consult,B/C,1991,rv,.19296474,0,47,35,48.816922,36.266219,"","",https://morningconsult.com/wp-content/uploads/2019/06/190618_crosstabs_POLITICO_RVs_v1_cxy7nwRpto.pdf,58411,97738,6/12/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/7/2019,6/10/2019,HarrisX,C,3007,rv,.01308347,0,42,35,46.540052,38.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm4Pn7rS1Tfq8NJtPvA4xjKZJoECdl1pjqGZMspB2QwVtoObGdVnHfw6rQwanMBiDqTsMYi5yX3k-N/pubhtml/sheet?headers=false&gid=0,58408,97693,6/11/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/9/2019,6/11/2019,YouGov,B,1107,rv,.27799116,0,46,40,45.986553,41.083719,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/b0wzlf9avh/econTabReport.pdf,58424,97750,6/12/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/8/2019,6/11/2019,HarrisX,C,3007,rv,.01309242,0,42,35,46.540052,38.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSxaFzZcvP9fzQ6dubhPsGguTwnO48OylvtIiiXLPgKcJCEFv45GKhPLQaEPM76MXfgjY0UoGAwx-tz/pubhtml/sheet?headers=false&gid=0,58419,97737,6/12/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/9/2019,6/12/2019,HarrisX,C,3006,rv,.01309623,0,43,35,47.540052,38.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRh7FutKRha6lqO9TkzJxeitW3LH9AlbHPHg6sBDO1LNeeAkaVkXrtXMZB-u_bnjlfXOn7VIm02TWke/pubhtml/sheet?headers=false&gid=0,58432,97879,6/13/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/7/2019,6/14/2019,HarrisX,C,7012,rv,.0610983,0,42,36,46.540052,39.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTEY9VskGem6gkJsCSHiWVzKQq4Jte8MSvrVbto-euLuICKIqMALRaRIQgbGfA8Nx8pBk13j42F88lM/pubhtml/sheet?headers=false&gid=0,58463,97921,6/15/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/10/2019,6/13/2019,HarrisX,C,3004,rv,0,0,42,36,46.540052,39.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSDhGc94VegikQUG1ZPWaETq0xpU-VlGMXXjjPoo9rPdUmLYsi3aJ_o4h1WQu7zY3vHcvd5KS3hz3Sp/pubhtml/sheet?headers=false&gid=0,58448,97906,6/14/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/11/2019,6/14/2019,HarrisX,C,3004,rv,.01313616,0,43,37,47.540052,40.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSr1DI2MCXANQwrbGuzkQDgRyBYeqVh85F04p75UIpc351fs08HwwvZh8Bq6vqepPZ3X96GOsiPYY7v/pubhtml/sheet?headers=false&gid=0,58462,97920,6/15/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/12/2019,6/15/2019,HarrisX,C,3000,rv,.01314069,0,42,37,46.540052,40.812195,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58486,98064,6/18/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/13/2019,6/16/2019,HarrisX,C,3000,rv,.01315491,0,41,37,45.540052,40.812195,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58487,98065,6/18/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/14/2019,6/16/2019,Morning Consult,B/C,1992,rv,.19301524,0,43,37,44.816922,38.266219,"","",https://morningconsult.com/wp-content/uploads/2019/06/190634_crosstabs_POLITICO_RVs_BJrUQMOZQi.pdf,58496,98089,6/19/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/14/2019,6/17/2019,HarrisX,C,3004,rv,.01318047,0,41,35,45.540052,38.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTS6Yo7eAzcLAOYzGuotB6VwKOEMwpPHAYp1TUmSn_ZwSyEyh0gqM9E5FqQeAqUKRdTbt4EfwJ3mOSX/pubhtml/sheet?headers=false&gid=0,58475,98048,6/18/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/16/2019,6/18/2019,YouGov,B,1202,rv,.28015072,0,47,39,46.986553,40.083719,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/f0cbavpadc/econTabReport.pdf,58498,98090,6/19/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/15/2019,6/18/2019,HarrisX,C,3006,rv,.01319908,0,41,35,45.540052,38.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRzKbmA6zDEJQnyGxiClUg5vqU_nrpyDsbB7f01aAP8r3txdJZfn2-TE4Aw4o-Zh-ATTmLwmDHCTa4P/pubhtml/sheet?headers=false&gid=0,58490,98088,6/19/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/16/2019,6/19/2019,HarrisX,C,3004,rv,.01319938,0,43,36,47.540052,39.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSxM4wBb6xl0z5fLTUMV_eV2zmvXsc6ulrWLvMpH-pR4Eq6wTFoOSsE7-6fjcdSWw0Joi8Dx7IhhY29/pubhtml/sheet?headers=false&gid=0,58508,98181,6/20/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/14/2019,6/21/2019,HarrisX,C,7007,rv,.06157658,0,42,36,46.540052,39.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQ2ILwa-vaS7ND0hDL1PiIwIvc60Skzs2FMIB-oZqrbmg3Uxz1oMfBnmtaMxSOpoeqPnV-5Yw_qIHsv/pubhtml/sheet?headers=false&gid=0,58523,98218,6/22/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/17/2019,6/19/2019,Winston Group,B/C,1000,rv,.4279993,0,49,40,49.695445,39.964974,"","",https://www.winningtheissues.org/wp-content/uploads/2019/08/Winning-the-Issues-June-I-2019-Survey.pdf,66589,124123,5/29/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,6/17/2019,6/20/2019,HarrisX,C,3003,rv,0,0,43,36,47.540052,39.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTttoUQVLi2X1--Sy8RZS80lM3mO-yLL7goDpRW-RNGQQUX3dXcA8-IDVv6GkhUKNH0SwcV1t1oZAQH/pubhtml/sheet?headers=false&gid=0,58515,98207,6/21/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/18/2019,6/21/2019,HarrisX,C,3001,rv,.01323744,0,42,36,46.540052,39.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSO7rKiugHth1KjrzeaBEr0tTfdrGZxy2K0BxPYivffClRIEJCwC_PZiuJNgIXdjwPLJBOCI6bEObL3/pubhtml/sheet?headers=false&gid=0,58521,98217,6/22/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/18/2019,6/24/2019,McLaughlin & Associates,C/D,1000,lv,.4269485,0,46,47,46.953951,43.924933,"","",https://mclaughlinonline.com/pols/wp-content/uploads/2019/06/National-Monthly-Omnibus-June-Release.pdf,58554,98563,6/26/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/19/2019,6/22/2019,HarrisX,C,3000,rv,.01325636,0,42,36,46.540052,39.812195,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58528,98234,6/24/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/20/2019,6/23/2019,HarrisX,C,3000,rv,.01327168,0,41,36,45.540052,39.812195,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58529,98235,6/24/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/21/2019,6/24/2019,HarrisX,C,3005,rv,.01330277,0,42,36,46.540052,39.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSOEpMeWW-Qt48PqdnRi8pFKaGjTmJmWH0L6p2vO-XbuRELcrs9zhQUvoqgka7IX71DkaLMe_R20KNk/pubhtml/sheet?headers=false&gid=0,58531,98290,6/25/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/21/2019,6/24/2019,Morning Consult,B/C,1991,rv,.19508382,0,44,38,45.816922,39.266219,"","",https://morningconsult.com/wp-content/uploads/2019/06/190659_crosstabs_POLITICO_RVs_v1_JB-LJCEodPbT3.pdf,58533,98288,6/25/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/22/2019,6/25/2019,YouGov,B,1111,rv,.24421519,0,46,40,45.986553,41.083719,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/obzwo5cjei/econTabReport.pdf,58550,98461,6/26/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/22/2019,6/25/2019,HarrisX,C,3004,rv,.01330917,0,42,36,46.540052,39.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQPNVnc-afOKgTv-8OsC4PDrH4ktI9Li_EQGRgimfnYKdkV45oey9R47XSoM4sdMeiCSo2RUiyXXNDf/pubhtml/sheet?headers=false&gid=0,58545,98456,6/26/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/23/2019,6/26/2019,HarrisX,C,3003,rv,.01331482,0,42,36,46.540052,39.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTevJbRwm1uLvVxQpjD4z-a8zKq1upMHWQX1G_Ym9Ey6M2kWN_HBv9QgX2zJUmXXu08O3VwFyFl4kjB/pubhtml/sheet?headers=false&gid=0,58556,98578,6/27/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/21/2019,6/28/2019,HarrisX,C,7008,rv,.06214468,0,42,36,46.540052,39.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vT12PR4IzbCmCROYJg4U-se6bt7KrZvEefdkh79Kt684UpR8tBynDNbAj-mbKjxQ7v19nfq5Fu1BGtP/pubhtml/sheet?headers=false&gid=0,58569,98659,6/29/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/24/2019,6/27/2019,HarrisX,C,3003,rv,0,0,42,36,46.540052,39.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRkPptbV0ba4dGhjNIQU7EXPStsji01bSGou5Otd-3Bo9Y2SHM0vt1IOAn8RhEJjMUQLMXsmGbBNSwz/pubhtml/sheet?headers=false&gid=0,58563,98595,6/28/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/25/2019,6/28/2019,HarrisX,C,3001,rv,.01336119,0,42,36,46.540052,39.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQI3jNPKs3U-nmejVAc5hjHkq-HIlzztDn5txK2TBdsJWFVa3embB238Uahm9O4otr8kEYZsXNtNzBd/pubhtml/sheet?headers=false&gid=0,58571,98660,6/29/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/26/2019,6/29/2019,HarrisX,C,3000,rv,.0133821,0,42,36,46.540052,39.812195,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58578,98740,7/1/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/27/2019,6/30/2019,HarrisX,C,3000,rv,.01339945,0,42,35,46.540052,38.812195,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58579,98741,7/1/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/29/2019,7/1/2019,Morning Consult,B/C,1472,rv,.14786268,0,45,35,46.816922,36.266219,"","",https://morningconsult.com/wp-content/uploads/2019/07/190675_crosstabs_POLITICO_RVs_v2_BH.pdf,58590,98826,7/2/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/29/2019,6/30/2019,Winston Group,B/C,1000,rv,.44884459,0,46,41,46.695445,40.964974,"","",https://www.winningtheissues.org/wp-content/uploads/2019/10/Winning-the-Issues-June-II-2019-National-Survey.pdf,66590,124124,5/29/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,6/28/2019,7/1/2019,HarrisX,C,3002,rv,.0134192,0,41,36,45.540052,39.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQTXWKuFPi5tu-0Ctm5YtaxX-u_e3jezOaGrAotO2dtHVRTogPNwIh6Pcc7AHYYdUA6iSgAxbYuDrkh/pubhtml/sheet?headers=false&gid=0,58582,98907,7/2/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/29/2019,7/2/2019,HarrisX,C,3000,rv,.013423,0,43,36,47.540052,39.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSv0YQ40erAZY8FLU0llG4LsUEhSg-CNiaEgnQuwLlN65mt7T3ZSOAT4CCl-QUBbTQ7QOHn74XNWJG4/pubhtml/sheet?headers=false&gid=0,58599,98933,7/3/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/30/2019,7/2/2019,YouGov,B,1265,rv,.26542802,0,48,39,47.986553,40.083719,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/4ggh3e3308/econTabReport.pdf,58606,98945,7/3/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,6/30/2019,7/3/2019,HarrisX,C,3000,rv,.01343498,0,43,36,47.540052,39.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQP70PcC-J_VzSHXPsuuIhJigbS2VTS5REQTtKnLPTxAYnijMLspjZNZvc8XEwFUq-quyf5UdWtSHqW/pubhtml/sheet?headers=false&gid=0,58611,99064,7/7/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,7/1/2019,7/4/2019,HarrisX,C,3000,rv,.01344683,0,43,36,47.540052,39.812195,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58619,99080,7/8/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,7/2/2019,7/5/2019,HarrisX,C,3002,rv,.01346699,0,43,36,47.540052,39.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vT99aymxeMY2tB1rXcenvt80eHFu8kMTLwHUIQ1LkIt_Zuy5HmfI8hP0s5yZ2auQDIGBNwpeFz2F3TR/pubhtml/sheet?headers=false&gid=0,58612,99065,7/7/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,7/3/2019,7/6/2019,HarrisX,C,3000,rv,.01346901,0,42,36,46.540052,39.812195,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58627,99107,7/9/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,7/4/2019,7/7/2019,HarrisX,C,3000,rv,.01347113,0,42,36,46.540052,39.812195,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58628,99108,7/9/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,7/5/2019,7/8/2019,HarrisX,C,3006,rv,.01349381,0,42,36,46.540052,39.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRdsyUsWuyHsbLvuzMJn9U88bYmW29KDj9zVfwV0_1xSlKQc2dW0gktCKlHBUPG1y-HeVKVmGkusmWr/pubhtml/sheet?headers=false&gid=0,58622,99085,7/9/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,7/6/2019,7/9/2019,HarrisX,C,3006,rv,.01349172,0,42,35,46.540052,38.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQYhlZ789QMjDNDGSs5THP1OiijOqLHiNoaEb5rCrsP6exiuxecpFHkre-ZONzyosSH0YNcUlqA36sy/pubhtml/sheet?headers=false&gid=0,58633,99219,7/10/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,7/7/2019,7/9/2019,YouGov,B,1140,rv,.23139184,0,47,38,46.986553,39.083719,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/al25duedar/econTabReport.pdf,58637,99218,7/10/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,7/5/2019,7/12/2019,HarrisX,C,7009,rv,.06290441,0,42,35,46.540052,38.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTvySpvA7DblRQGbME_Bby0mOyAKKQpYTxPqAmW0Qb-ymP87mE_AL0PnTiWIG3jn9K4blPYJlXVXq8p/pubhtml/sheet?headers=false&gid=0,58654,99302,7/13/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,7/7/2019,7/10/2019,HarrisX,C,3005,rv,.01348464,0,42,35,46.540052,38.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQskNTuQMPzS1SO5D2aUHbs375tZnMWkErRKK8jA9EjZVk9lvoCKDlSdC5V9T-l4qwQApnUJPS1aIcM/pubhtml/sheet?headers=false&gid=0,58638,99284,7/11/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,7/8/2019,7/11/2019,HarrisX,C,3003,rv,0,0,41,35,45.540052,38.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRReIoinaCM8aQFa4eDoXAcFYj-iO5-0bODQ22i8W0-UYa6Iuchs6dZGBZpWAEEfTsHU9wk4YlwlmK6/pubhtml/sheet?headers=false&gid=0,58647,99295,7/12/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,7/9/2019,7/12/2019,HarrisX,C,3002,rv,.01350251,0,41,36,45.540052,39.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRwA_gxnFCaktk1coF9fp8qT8YI-GsZQq3zE0-8nEr8WhpOS2ydqx3CLeqlHaJvyyUECxDGzhBEQrdL/pubhtml/sheet?headers=false&gid=0,58653,99303,7/13/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,7/10/2019,7/13/2019,HarrisX,C,3000,rv,.01350721,0,42,35,46.540052,38.812195,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58668,99336,7/16/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,7/11/2019,7/14/2019,HarrisX,C,3000,rv,.01351278,0,41,36,45.540052,39.812195,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58669,99337,7/16/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,7/12/2019,7/14/2019,Morning Consult,B/C,1984,rv,.20870286,0,44,35,45.816922,36.266219,"","",https://morningconsult.com/wp-content/uploads/2019/07/190719_crosstabs_POLITICO_RVs_v2_JB.pdf,58672,99366,7/16/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,7/12/2019,7/15/2019,HarrisX,C,3003,rv,.01352545,0,42,37,46.540052,40.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRQ5b96NLZNyEn4IKHs8w-9Qpkc2mjGi1SWDqnJOYAVBrJESjNJ014blZerpqZhV_uanUdXfc8WpgQX/pubhtml/sheet?headers=false&gid=0,58663,99331,7/16/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,7/13/2019,7/16/2019,HarrisX,C,3000,rv,.01351329,0,41,37,45.540052,40.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSV1OR95pvMPAKs6_yuiBAzPg6lV96uKTQ5exqg4Njw9tx_Lyp5FYz0LlMs05nAHLSi75SXflUZeMkl/pubhtml/sheet?headers=false&gid=0,58673,99373,7/17/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,7/14/2019,7/16/2019,YouGov,B,1149,rv,.22800887,0,47,40,46.986553,41.083719,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/xj7rpmvws8/econTabReport.pdf,58677,99379,7/17/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,7/14/2019,7/17/2019,HarrisX,C,3003,rv,.01352851,0,42,36,46.540052,39.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTRCFalpwEOAUgvB298g3uFrSzaDtQJ3pKGETqtjo4g3ooQA03jY_e0_5d7zVebj9xL1NWODTLSkcvX/pubhtml/sheet?headers=false&gid=0,58683,99468,7/18/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,7/15/2019,7/18/2019,HarrisX,C,3003,rv,.01353058,0,43,36,47.540052,39.812195,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRXRzLtMIvQjYCAC8PP0u6NrQfXsF0syKFf5deeEQQov163GblxfLw9WBlttNhDPBGxJU3j8emmO1xh/pubhtml/sheet?headers=false&gid=0,58688,99475,7/19/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,7/16/2019,7/19/2019,HarrisX,C,3000,rv,.01351768,0,43,36,47.540052,39.812195,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58704,99525,7/22/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,7/17/2019,7/20/2019,HarrisX,C,3000,rv,.01352009,0,43,36,47.540052,39.812195,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58718,99614,7/23/2019,17:54:12  2 Nov 2020
